2016-02-15 14:34:25,409 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=a7f0dcc3-b785-4dd0-b92c-2cabc34535eb
2016-02-15 16:47:32,865 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=GameServer; AppPath=D:\PhotonSample\deploy\GameServer, Type=Chat.GameServer.ChatGameApplication 
2016-02-15 16:47:36,646 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 16:47:36,651 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:47:36,659 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 15b81ba2-dae8-46ab-b0b1-79fb4f5fc4d4, Hostname , IPv6Address 
2016-02-15 16:47:36,726 [13] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 16:47:36,731 [13] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 16:47:36,745 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=15b81ba2-dae8-46ab-b0b1-79fb4f5fc4d4
2016-02-15 16:47:51,750 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=15b81ba2-dae8-46ab-b0b1-79fb4f5fc4d4
2016-02-15 16:47:51,751 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 16:47:51,758 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:47:51,762 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 15b81ba2-dae8-46ab-b0b1-79fb4f5fc4d4, Hostname , IPv6Address 
2016-02-15 16:47:51,772 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 16:47:51,776 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 16:47:51,781 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=15b81ba2-dae8-46ab-b0b1-79fb4f5fc4d4
2016-02-15 16:48:51,893 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=17d41d73-59cc-4f6b-8d20-713a5bb739b7
2016-02-15 16:48:51,996 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2016-02-15 16:48:52,004 [1] WARN  Photon.LoadBalancing.GameServer.GameApplication - AuthTokenKey not specified in config. Authentication tokens are not supported
2016-02-15 16:48:52,520 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-02-15 16:48:52,525 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-02-15 16:48:52,529 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-02-15 16:48:52,534 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-02-15 16:48:52,539 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-02-15 16:48:52,544 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-02-15 16:48:52,550 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-02-15 16:48:52,556 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-02-15 16:48:52,561 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-02-15 16:48:52,565 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-02-15 16:48:52,572 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-02-15 16:48:52,577 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-02-15 16:48:52,581 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-02-15 16:48:52,585 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-02-15 16:48:52,600 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 2 controllers from config file.
2016-02-15 16:48:52,612 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\PhotonSample\deploy\ServerState.txt
2016-02-15 16:48:52,618 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:48:52,622 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-02-15 16:48:52,642 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=17d41d73-59cc-4f6b-8d20-713a5bb739b7
2016-02-15 16:48:52,669 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=GameServer; AppPath=D:\PhotonSample\deploy\GameServer, Type=Chat.GameServer.ChatGameApplication 
2016-02-15 16:48:54,424 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 16:48:54,429 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:48:54,440 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 17d41d73-59cc-4f6b-8d20-713a5bb739b7, Hostname , IPv6Address 
2016-02-15 16:48:54,523 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 16:48:54,528 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 16:48:54,542 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=17d41d73-59cc-4f6b-8d20-713a5bb739b7
2016-02-15 16:49:09,547 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=17d41d73-59cc-4f6b-8d20-713a5bb739b7
2016-02-15 16:49:11,686 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 16:49:11,691 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:49:11,696 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID 17d41d73-59cc-4f6b-8d20-713a5bb739b7, Hostname , IPv6Address 
2016-02-15 16:49:11,706 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 16:49:11,710 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 16:49:11,715 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=17d41d73-59cc-4f6b-8d20-713a5bb739b7
2016-02-15 16:50:02,358 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=e719d31d-f394-4751-9f6e-97c45242525c
2016-02-15 16:50:02,453 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2016-02-15 16:50:02,460 [1] WARN  Photon.LoadBalancing.GameServer.GameApplication - AuthTokenKey not specified in config. Authentication tokens are not supported
2016-02-15 16:50:02,973 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-02-15 16:50:02,977 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-02-15 16:50:02,981 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-02-15 16:50:02,985 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-02-15 16:50:02,989 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-02-15 16:50:02,993 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-02-15 16:50:02,996 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-02-15 16:50:03,001 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-02-15 16:50:03,004 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-02-15 16:50:03,008 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-02-15 16:50:03,012 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-02-15 16:50:03,016 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-02-15 16:50:03,020 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-02-15 16:50:03,024 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-02-15 16:50:03,040 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 2 controllers from config file.
2016-02-15 16:50:03,053 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\PhotonSample\deploy\ServerState.txt
2016-02-15 16:50:03,060 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:50:03,065 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-02-15 16:50:03,084 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=e719d31d-f394-4751-9f6e-97c45242525c
2016-02-15 16:50:03,109 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=GameServer; AppPath=D:\PhotonSample\deploy\GameServer, Type=Chat.GameServer.ChatGameApplication 
2016-02-15 16:50:03,796 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 16:50:03,802 [11] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:50:03,813 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID e719d31d-f394-4751-9f6e-97c45242525c, Hostname , IPv6Address 
2016-02-15 16:50:03,852 [11] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 16:50:03,857 [11] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 16:50:03,870 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=e719d31d-f394-4751-9f6e-97c45242525c
2016-02-15 16:50:18,887 [11] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=e719d31d-f394-4751-9f6e-97c45242525c
2016-02-15 16:50:18,898 [15] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 16:50:18,903 [15] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 16:50:18,908 [15] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID e719d31d-f394-4751-9f6e-97c45242525c, Hostname , IPv6Address 
2016-02-15 16:50:18,913 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 16:50:18,917 [10] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 16:50:18,922 [10] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=e719d31d-f394-4751-9f6e-97c45242525c
2016-02-15 17:08:53,371 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:08:53,546 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2016-02-15 17:08:53,552 [1] WARN  Photon.LoadBalancing.GameServer.GameApplication - AuthTokenKey not specified in config. Authentication tokens are not supported
2016-02-15 17:08:54,016 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-02-15 17:08:54,021 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-02-15 17:08:54,025 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-02-15 17:08:54,029 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-02-15 17:08:54,034 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-02-15 17:08:54,039 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-02-15 17:08:54,042 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-02-15 17:08:54,046 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-02-15 17:08:54,051 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-02-15 17:08:54,057 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-02-15 17:08:54,060 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-02-15 17:08:54,064 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-02-15 17:08:54,068 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-02-15 17:08:54,072 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-02-15 17:08:54,089 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 2 controllers from config file.
2016-02-15 17:08:54,102 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\PhotonSample\deploy\ServerState.txt
2016-02-15 17:08:54,109 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:08:54,113 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-02-15 17:08:54,132 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:08:54,158 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=GameServer; AppPath=D:\PhotonSample\deploy\GameServer, Type=Chat.GameServer.ChatGameApplication 
2016-02-15 17:08:54,926 [12] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 17:08:54,931 [12] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:08:54,941 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID cb415d1a-17ec-4c9e-85cd-782cea3e0217, Hostname , IPv6Address 
2016-02-15 17:08:54,981 [14] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 17:08:54,986 [14] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 17:08:54,999 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=2, reason=ManagedDisconnect, detail=), serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:10,005 [16] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:10,006 [14] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 17:09:10,013 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:09:10,018 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID cb415d1a-17ec-4c9e-85cd-782cea3e0217, Hostname , IPv6Address 
2016-02-15 17:09:10,023 [16] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 17:09:10,027 [16] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 17:09:10,031 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=3, reason=ManagedDisconnect, detail=), serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:25,049 [16] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:25,050 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 17:09:25,064 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:09:25,070 [13] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID cb415d1a-17ec-4c9e-85cd-782cea3e0217, Hostname , IPv6Address 
2016-02-15 17:09:25,078 [12] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 17:09:25,084 [12] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 17:09:25,091 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=4, reason=ManagedDisconnect, detail=), serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:40,108 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:40,113 [14] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 17:09:40,142 [14] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:09:40,148 [14] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID cb415d1a-17ec-4c9e-85cd-782cea3e0217, Hostname , IPv6Address 
2016-02-15 17:09:40,153 [14] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 17:09:40,159 [14] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 17:09:40,163 [12] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=5, reason=ManagedDisconnect, detail=), serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:55,381 [16] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:09:55,391 [19] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 17:09:59,088 [19] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:09:59,096 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - Registering game server with address 127.0.0.1, TCP 4531, UDP 5056, WebSocket 9091, Secure WebSocket 19091, HTTP 80, ServerID cb415d1a-17ec-4c9e-85cd-782cea3e0217, Hostname , IPv6Address 
2016-02-15 17:09:59,101 [11] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServer returned with err -2: UnknownOperationCode
2016-02-15 17:10:07,843 [11] ERROR Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - RegisterGameServerResponse contract invalid: Missing value 2 (RegisterGameServerResponse.InternalAddress)

2016-02-15 17:10:09,237 [11] INFO  Photon.LoadBalancing.GameServer.OutgoingMasterServerPeer - connection to master closed (id=6, reason=ManagedDisconnect, detail=), serverId=cb415d1a-17ec-4c9e-85cd-782cea3e0217
2016-02-15 17:11:38,673 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Setup: serverId=6697b777-8304-4599-8dc5-c8ef27fe7019
2016-02-15 17:11:38,767 [1] INFO  Photon.SocketServer.Diagnostics.HttpQueuePerformanceCounters - User has no Admin rights. HttpQueuePerformanceCounters initialization skipped
2016-02-15 17:11:38,773 [1] WARN  Photon.LoadBalancing.GameServer.GameApplication - AuthTokenKey not specified in config. Authentication tokens are not supported
2016-02-15 17:11:39,200 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Business Logic Queue
2016-02-15 17:11:39,204 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Queue
2016-02-15 17:11:39,208 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes in/sec
2016-02-15 17:11:39,212 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter bytes out/sec
2016-02-15 17:11:39,216 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Processing
2016-02-15 17:11:39,220 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter ENet Threads Active
2016-02-15 17:11:39,223 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: In (ms)
2016-02-15 17:11:39,227 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter Time Spent In Server: Out (ms)
2016-02-15 17:11:39,230 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers +/sec
2016-02-15 17:11:39,234 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Disconnected Peers (C) +/sec
2016-02-15 17:11:39,238 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter TCP: Peers
2016-02-15 17:11:39,242 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers +/sec
2016-02-15 17:11:39,245 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Disconnected Peers (C) +/sec
2016-02-15 17:11:39,249 [1] WARN  Photon.Common.LoadBalancer.LoadShedding.WorkloadController - Did not find counter UDP: Peers
2016-02-15 17:11:39,265 [1] INFO  Photon.Common.LoadBalancer.LoadShedding.FeedbackControlSystem - Initialized FeedbackControlSystem with 2 controllers from config file.
2016-02-15 17:11:39,277 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Watching for application state file in D:\PhotonSample\deploy\ServerState.txt
2016-02-15 17:11:39,283 [1] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
2016-02-15 17:11:39,287 [1] INFO  Photon.LoadBalancing.GameServer.GameApplication - Initializing master server connection ...
2016-02-15 17:11:39,306 [1] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Connecting to master at 127.0.0.1:4520, serverId=6697b777-8304-4599-8dc5-c8ef27fe7019
2016-02-15 17:11:39,334 [1] INFO  Photon.SocketServer.ApplicationBase - Application start: AppId=GameServer; AppPath=D:\PhotonSample\deploy\GameServer, Type=Chat.GameServer.ChatGameApplication 
2016-02-15 17:12:01,397 [13] INFO  Photon.LoadBalancing.GameServer.MasterServerConnectionBase - Master connection established: address:127.0.0.1
2016-02-15 17:12:01,402 [13] INFO  Photon.Common.LoadBalancer.ServerStateManager - Server state is set to online
